Date,Year,Month,Product_ID,Product_Name,Category,Store_ID,City,Units_Sold,Sales,Revenue,Discount,Promotion,Stock_Level,Profit
2019-05-05,2019,May,P101,Mobile,Electronics,S01,Chennai,6,6,72000,20,Yes,21,20901
2020-03-30,2020,March,P101,Mobile,Electronics,S02,Madurai,5,5,67500,10,Yes,20,7944
2023-12-25,2023,December,P105,Camera,Electronics,S03,Coimbatore,10,10,225000,10,No,95,30370
2024-04-10,2024,April,P101,Mobile,Electronics,S01,Chennai,18,18,256500,5,No,32,30904
2024-07-07,2024,July,P101,Mobile,Electronics,S02,Madurai,15,15,191250,15,No,59,25184
2023-09-16,2023,September,P102,Laptop,Electronics,S04,Bangalore,13,13,552500,15,No,93,132573
2025-08-11,2025,August,P105,Camera,Electronics,S01,Chennai,15,15,318750,15,No,97,85329
2024-11-13,2024,November,P105,Camera,Electronics,S01,Chennai,15,15,356250,5,Yes,41,101556
2020-07-01,2020,July,P105,Camera,Electronics,S05,Hyderabad,12,12,270000,10,No,68,45491
2022-01-06,2022,January,P105,Camera,Electronics,S01,Chennai,4,4,85000,15,Yes,98,18597
2024-03-24,2024,March,P103,Headphones,Accessories,S02,Madurai,18,18,48600,10,Yes,93,11705
2024-05-22,2024,May,P105,Camera,Electronics,S02,Madurai,1,1,20000,20,Yes,67,4293
2025-09-12,2025,September,P102,Laptop,Electronics,S01,Chennai,3,3,142500,5,No,96,20049
2023-09-29,2023,September,P103,Headphones,Accessories,S03,Coimbatore,17,17,45900,10,No,77,13205
2020-06-06,2020,June,P105,Camera,Electronics,S04,Bangalore,5,5,112500,10,No,44,12396
2019-07-02,2019,July,P102,Laptop,Electronics,S04,Bangalore,14,14,665000,5,No,88,123450
2023-12-17,2023,December,P105,Camera,Electronics,S04,Bangalore,22,22,550000,0,No,46,147089
2025-07-23,2025,July,P101,Mobile,Electronics,S03,Coimbatore,6,6,81000,10,No,18,13497
2022-03-01,2022,March,P101,Mobile,Electronics,S02,Madurai,15,15,225000,0,Yes,38,57494
2025-09-13,2025,September,P103,Headphones,Accessories,S02,Madurai,16,16,38400,20,Yes,39,8213
2024-08-22,2024,August,P102,Laptop,Electronics,S05,Hyderabad,17,17,722500,15,Yes,33,147088
2019-11-16,2019,November,P101,Mobile,Electronics,S04,Bangalore,7,7,94500,10,No,13,26077
2023-08-10,2023,August,P101,Mobile,Electronics,S05,Hyderabad,15,15,202500,10,No,75,40275
2021-08-01,2021,August,P104,Smartwatch,Electronics,S02,Madurai,1,1,9000,10,Yes,40,2440
2022-07-02,2022,July,P105,Camera,Electronics,S02,Madurai,10,10,200000,20,No,35,43023
2020-10-10,2020,October,P101,Mobile,Electronics,S04,Bangalore,18,18,216000,20,Yes,85,59577
2023-08-11,2023,August,P101,Mobile,Electronics,S03,Coimbatore,13,13,165750,15,No,46,31338
2024-07-27,2024,July,P101,Mobile,Electronics,S02,Madurai,9,9,121500,10,No,85,21944
2020-08-22,2020,August,P103,Headphones,Accessories,S05,Hyderabad,3,3,8100,10,No,15,1721
2023-01-24,2023,January,P104,Smartwatch,Electronics,S03,Coimbatore,18,18,162000,10,No,39,31727
2025-07-18,2025,July,P105,Camera,Electronics,S03,Coimbatore,14,14,297500,15,Yes,81,36761
2021-07-05,2021,July,P102,Laptop,Electronics,S05,Hyderabad,13,13,617500,5,Yes,64,146951
2020-01-24,2020,January,P101,Mobile,Electronics,S05,Hyderabad,10,10,135000,10,No,20,24293
2025-04-17,2025,April,P103,Headphones,Accessories,S02,Madurai,10,10,30000,0,No,45,5352
2022-06-18,2022,June,P101,Mobile,Electronics,S05,Hyderabad,18,18,216000,20,No,72,39229
2024-02-07,2024,February,P101,Mobile,Electronics,S03,Coimbatore,12,12,144000,20,No,39,14886
2022-02-19,2022,February,P102,Laptop,Electronics,S02,Madurai,17,17,722500,15,Yes,98,176556
2020-05-29,2020,May,P102,Laptop,Electronics,S01,Chennai,17,17,850000,0,No,40,242112
2021-11-19,2021,November,P101,Mobile,Electronics,S03,Coimbatore,24,24,288000,20,No,56,70938
2025-08-09,2025,August,P104,Smartwatch,Electronics,S03,Coimbatore,11,11,93500,15,Yes,74,24450
2019-06-24,2019,June,P105,Camera,Electronics,S04,Bangalore,1,1,22500,10,Yes,56,3562
2020-12-18,2020,December,P105,Camera,Electronics,S05,Hyderabad,10,10,225000,10,No,20,27141
2023-01-05,2023,January,P102,Laptop,Electronics,S01,Chennai,8,8,340000,15,No,39,54439
2023-07-20,2023,July,P101,Mobile,Electronics,S02,Madurai,14,14,189000,10,Yes,66,47383
2023-05-05,2023,May,P103,Headphones,Accessories,S05,Hyderabad,5,5,15000,0,Yes,10,2532
2021-06-17,2021,June,P101,Mobile,Electronics,S04,Bangalore,1,1,12000,20,No,83,1998
2021-04-13,2021,April,P102,Laptop,Electronics,S03,Coimbatore,1,1,47500,5,Yes,79,10651
2025-11-10,2025,November,P104,Smartwatch,Electronics,S04,Bangalore,24,24,216000,10,No,43,30078
2025-07-08,2025,July,P104,Smartwatch,Electronics,S03,Coimbatore,5,5,45000,10,Yes,30,8642
2022-10-23,2022,October,P102,Laptop,Electronics,S05,Hyderabad,5,5,250000,0,No,33,52472
2020-10-05,2020,October,P103,Headphones,Accessories,S01,Chennai,4,4,11400,5,No,51,2790
2020-03-30,2020,March,P102,Laptop,Electronics,S01,Chennai,16,16,800000,0,No,35,83254
2024-01-07,2024,January,P102,Laptop,Electronics,S04,Bangalore,5,5,212500,15,No,77,25735
2023-10-28,2023,October,P102,Laptop,Electronics,S04,Bangalore,4,4,190000,5,Yes,99,35571
2019-04-07,2019,April,P105,Camera,Electronics,S05,Hyderabad,9,9,225000,0,No,29,47503
2020-01-26,2020,January,P103,Headphones,Accessories,S05,Hyderabad,18,18,45900,15,No,70,7225
2020-11-19,2020,November,P104,Smartwatch,Electronics,S05,Hyderabad,9,9,85500,5,No,12,16667
2025-10-14,2025,October,P102,Laptop,Electronics,S04,Bangalore,3,3,127500,15,No,33,29360
2021-11-05,2021,November,P101,Mobile,Electronics,S04,Bangalore,7,7,89250,15,Yes,93,11779
2021-10-08,2021,October,P103,Headphones,Accessories,S04,Bangalore,13,13,33150,15,Yes,42,8164
2021-03-25,2021,March,P105,Camera,Electronics,S02,Madurai,3,3,60000,20,Yes,86,14711
2020-10-23,2020,October,P103,Headphones,Accessories,S04,Bangalore,16,16,43200,10,No,20,7375
2020-08-06,2020,August,P101,Mobile,Electronics,S04,Bangalore,2,2,28500,5,No,46,3870
2020-01-14,2020,January,P102,Laptop,Electronics,S05,Hyderabad,12,12,480000,20,Yes,31,121203
2025-11-09,2025,November,P102,Laptop,Electronics,S04,Bangalore,22,22,1045000,5,No,86,282989
2019-10-27,2019,October,P104,Smartwatch,Electronics,S04,Bangalore,10,10,85000,15,No,33,20809
2021-08-05,2021,August,P101,Mobile,Electronics,S04,Bangalore,4,4,60000,0,Yes,16,10329
2022-09-23,2022,September,P103,Headphones,Accessories,S05,Hyderabad,18,18,43200,20,No,41,6727
2024-04-21,2024,April,P105,Camera,Electronics,S04,Bangalore,10,10,200000,20,No,24,22004
2021-08-25,2021,August,P104,Smartwatch,Electronics,S03,Coimbatore,3,3,24000,20,Yes,24,4172
2021-06-15,2021,June,P105,Camera,Electronics,S02,Madurai,17,17,382500,10,No,72,97717
2021-06-11,2021,June,P101,Mobile,Electronics,S05,Hyderabad,1,1,12000,20,No,62,3060
2020-08-21,2020,August,P102,Laptop,Electronics,S03,Coimbatore,8,8,360000,10,No,42,40985
2020-06-04,2020,June,P103,Headphones,Accessories,S03,Coimbatore,19,19,57000,0,Yes,53,11200
2020-03-30,2020,March,P102,Laptop,Electronics,S04,Bangalore,5,5,200000,20,Yes,18,36753
2020-07-29,2020,July,P104,Smartwatch,Electronics,S04,Bangalore,6,6,48000,20,No,46,8031
2023-07-08,2023,July,P102,Laptop,Electronics,S04,Bangalore,3,3,127500,15,No,60,27366
2024-05-21,2024,May,P102,Laptop,Electronics,S01,Chennai,16,16,720000,10,Yes,21,132077
2021-04-24,2021,April,P103,Headphones,Accessories,S03,Coimbatore,12,12,28800,20,No,22,7137
2022-06-14,2022,June,P105,Camera,Electronics,S01,Chennai,17,17,361250,15,No,99,41992
2022-11-26,2022,November,P102,Laptop,Electronics,S05,Hyderabad,7,7,315000,10,Yes,42,39531
2020-10-30,2020,October,P105,Camera,Electronics,S04,Bangalore,14,14,297500,15,No,82,56280
2024-02-05,2024,February,P101,Mobile,Electronics,S02,Madurai,12,12,180000,0,No,53,34791
2019-02-17,2019,February,P105,Camera,Electronics,S05,Hyderabad,13,13,325000,0,No,36,97361
2025-11-22,2025,November,P101,Mobile,Electronics,S05,Hyderabad,13,13,165750,15,Yes,57,34996
2020-03-09,2020,March,P105,Camera,Electronics,S05,Hyderabad,18,18,427500,5,Yes,11,77648
2022-01-12,2022,January,P105,Camera,Electronics,S05,Hyderabad,5,5,118750,5,No,59,34989
2019-08-23,2019,August,P103,Headphones,Accessories,S04,Bangalore,9,9,24300,10,Yes,76,6168
2025-12-27,2025,December,P104,Smartwatch,Electronics,S01,Chennai,7,7,63000,10,Yes,64,7189
2021-04-09,2021,April,P105,Camera,Electronics,S05,Hyderabad,10,10,237500,5,Yes,16,38557
2025-06-07,2025,June,P101,Mobile,Electronics,S02,Madurai,18,18,256500,5,Yes,27,63106
2023-03-11,2023,March,P104,Smartwatch,Electronics,S05,Hyderabad,8,8,80000,0,Yes,13,11568
2020-10-31,2020,October,P104,Smartwatch,Electronics,S05,Hyderabad,16,16,136000,15,No,27,29848
2020-03-16,2020,March,P104,Smartwatch,Electronics,S02,Madurai,2,2,19000,5,No,26,3145
2023-10-03,2023,October,P105,Camera,Electronics,S01,Chennai,8,8,200000,0,Yes,13,43120
2020-04-23,2020,April,P105,Camera,Electronics,S01,Chennai,11,11,275000,0,Yes,84,78582
2024-06-15,2024,June,P103,Headphones,Accessories,S05,Hyderabad,17,17,45900,10,Yes,56,6531
2021-03-19,2021,March,P104,Smartwatch,Electronics,S05,Hyderabad,12,12,114000,5,Yes,11,33618
2020-06-17,2020,June,P105,Camera,Electronics,S01,Chennai,14,14,297500,15,No,91,49781
2020-07-01,2020,July,P102,Laptop,Electronics,S02,Madurai,5,5,212500,15,No,19,49313
2020-04-28,2020,April,P105,Camera,Electronics,S05,Hyderabad,12,12,255000,15,No,68,38181
2024-10-12,2024,October,P105,Camera,Electronics,S04,Bangalore,18,18,382500,15,No,67,47298
2019-05-24,2019,May,P103,Headphones,Accessories,S03,Coimbatore,3,3,7200,20,No,21,1429
2021-05-12,2021,May,P105,Camera,Electronics,S02,Madurai,8,8,200000,0,No,95,57694
2020-02-15,2020,February,P103,Headphones,Accessories,S02,Madurai,16,16,40800,15,No,35,6654
2024-02-17,2024,February,P105,Camera,Electronics,S01,Chennai,8,8,180000,10,Yes,71,39065
2020-04-07,2020,April,P102,Laptop,Electronics,S05,Hyderabad,1,1,42500,15,No,58,12560
2024-02-16,2024,February,P105,Camera,Electronics,S02,Madurai,4,4,100000,0,No,44,26404
2024-08-11,2024,August,P104,Smartwatch,Electronics,S04,Bangalore,4,4,38000,5,Yes,44,10520
2023-11-01,2023,November,P103,Headphones,Accessories,S02,Madurai,15,15,42750,5,Yes,58,9150
2023-09-24,2023,September,P105,Camera,Electronics,S01,Chennai,13,13,276250,15,No,81,75032
2020-10-14,2020,October,P104,Smartwatch,Electronics,S02,Madurai,16,16,144000,10,No,90,18671
2024-10-28,2024,October,P101,Mobile,Electronics,S04,Bangalore,2,2,25500,15,No,87,7011
2023-08-07,2023,August,P105,Camera,Electronics,S03,Coimbatore,1,1,20000,20,Yes,13,2692
2019-10-13,2019,October,P101,Mobile,Electronics,S04,Bangalore,18,18,256500,5,No,39,57320
2024-05-19,2024,May,P105,Camera,Electronics,S02,Madurai,11,11,275000,0,Yes,37,63301
2021-12-11,2021,December,P104,Smartwatch,Electronics,S05,Hyderabad,3,3,30000,0,No,23,4307
2025-09-17,2025,September,P105,Camera,Electronics,S05,Hyderabad,17,17,382500,10,No,43,100968
2023-05-28,2023,May,P102,Laptop,Electronics,S01,Chennai,2,2,80000,20,No,43,15905
2020-10-01,2020,October,P103,Headphones,Accessories,S01,Chennai,7,7,21000,0,No,76,2291
2024-02-21,2024,February,P105,Camera,Electronics,S02,Madurai,13,13,292500,10,No,44,29278
2024-02-23,2024,February,P105,Camera,Electronics,S01,Chennai,3,3,67500,10,Yes,58,10206
2020-10-23,2020,October,P102,Laptop,Electronics,S01,Chennai,6,6,285000,5,No,23,75232
2025-04-28,2025,April,P101,Mobile,Electronics,S05,Hyderabad,2,2,27000,10,Yes,79,6837
2020-06-11,2020,June,P102,Laptop,Electronics,S01,Chennai,19,19,950000,0,No,48,134807
2023-01-31,2023,January,P103,Headphones,Accessories,S01,Chennai,7,7,18900,10,Yes,86,3930
2024-04-17,2024,April,P101,Mobile,Electronics,S01,Chennai,2,2,30000,0,Yes,21,6763
2025-05-13,2025,May,P103,Headphones,Accessories,S05,Hyderabad,6,6,14400,20,No,15,3501
2024-12-24,2024,December,P105,Camera,Electronics,S01,Chennai,24,24,480000,20,Yes,11,60130
2019-06-13,2019,June,P103,Headphones,Accessories,S05,Hyderabad,19,19,51300,10,No,68,12661
2023-11-09,2023,November,P102,Laptop,Electronics,S02,Madurai,19,19,902500,5,Yes,39,150508
2021-05-20,2021,May,P102,Laptop,Electronics,S04,Bangalore,13,13,617500,5,Yes,57,158736
2024-03-12,2024,March,P102,Laptop,Electronics,S01,Chennai,15,15,712500,5,No,24,139983
2020-01-31,2020,January,P105,Camera,Electronics,S04,Bangalore,6,6,150000,0,No,35,38817
2023-12-18,2023,December,P104,Smartwatch,Electronics,S02,Madurai,10,10,95000,5,Yes,12,27188
2024-04-24,2024,April,P105,Camera,Electronics,S04,Bangalore,5,5,106250,15,Yes,70,11095
2024-12-30,2024,December,P101,Mobile,Electronics,S04,Bangalore,13,13,156000,20,Yes,69,31595
2025-05-10,2025,May,P105,Camera,Electronics,S04,Bangalore,11,11,247500,10,Yes,13,73840
2019-06-11,2019,June,P101,Mobile,Electronics,S02,Madurai,15,15,225000,0,Yes,37,40106
2022-09-20,2022,September,P102,Laptop,Electronics,S02,Madurai,9,9,450000,0,Yes,93,134679
2021-09-11,2021,September,P102,Laptop,Electronics,S02,Madurai,18,18,720000,20,Yes,82,111110
2022-08-28,2022,August,P104,Smartwatch,Electronics,S03,Coimbatore,1,1,8500,15,Yes,58,1001
2021-03-20,2021,March,P105,Camera,Electronics,S03,Coimbatore,17,17,361250,15,Yes,85,107153
2025-05-04,2025,May,P102,Laptop,Electronics,S04,Bangalore,7,7,315000,10,No,57,65649
2019-10-05,2019,October,P104,Smartwatch,Electronics,S04,Bangalore,13,13,110500,15,Yes,33,23661
2019-04-19,2019,April,P103,Headphones,Accessories,S04,Bangalore,19,19,48450,15,No,56,11535
2021-07-08,2021,July,P101,Mobile,Electronics,S02,Madurai,11,11,148500,10,No,60,28430
2025-11-05,2025,November,P101,Mobile,Electronics,S05,Hyderabad,13,13,195000,0,Yes,91,44630
2024-05-21,2024,May,P102,Laptop,Electronics,S04,Bangalore,8,8,340000,15,No,66,99206
2024-03-15,2024,March,P101,Mobile,Electronics,S04,Bangalore,6,6,76500,15,Yes,99,15219
2024-08-08,2024,August,P105,Camera,Electronics,S04,Bangalore,10,10,237500,5,Yes,31,41381
2021-06-23,2021,June,P102,Laptop,Electronics,S04,Bangalore,12,12,510000,15,No,44,135143
2022-05-07,2022,May,P102,Laptop,Electronics,S03,Coimbatore,3,3,120000,20,Yes,97,12683
2019-05-27,2019,May,P104,Smartwatch,Electronics,S01,Chennai,9,9,76500,15,No,62,19746
2020-09-07,2020,September,P101,Mobile,Electronics,S05,Hyderabad,14,14,210000,0,Yes,59,62627
2024-03-25,2024,March,P105,Camera,Electronics,S01,Chennai,4,4,95000,5,No,36,24296
2021-03-14,2021,March,P103,Headphones,Accessories,S04,Bangalore,13,13,37050,5,Yes,77,10919
2020-06-08,2020,June,P105,Camera,Electronics,S05,Hyderabad,4,4,85000,15,No,22,16900
2024-11-08,2024,November,P101,Mobile,Electronics,S02,Madurai,6,6,76500,15,No,85,9845
2022-07-04,2022,July,P103,Headphones,Accessories,S01,Chennai,6,6,18000,0,Yes,58,1955
2023-03-01,2023,March,P102,Laptop,Electronics,S01,Chennai,9,9,427500,5,No,79,87715
2023-01-22,2023,January,P103,Headphones,Accessories,S01,Chennai,17,17,48450,5,Yes,11,9493
2020-09-26,2020,September,P104,Smartwatch,Electronics,S02,Madurai,15,15,127500,15,No,51,30775
2025-06-29,2025,June,P105,Camera,Electronics,S04,Bangalore,2,2,47500,5,Yes,40,8568
2020-09-22,2020,September,P104,Smartwatch,Electronics,S04,Bangalore,3,3,30000,0,No,78,3949
2023-05-10,2023,May,P102,Laptop,Electronics,S03,Coimbatore,13,13,650000,0,No,65,139903
2019-03-01,2019,March,P105,Camera,Electronics,S01,Chennai,10,10,250000,0,Yes,33,58207
2020-08-30,2020,August,P104,Smartwatch,Electronics,S02,Madurai,5,5,40000,20,No,65,9694
2023-03-23,2023,March,P103,Headphones,Accessories,S01,Chennai,19,19,45600,20,No,98,10122
2019-10-14,2019,October,P101,Mobile,Electronics,S03,Coimbatore,11,11,140250,15,No,33,24616
2024-08-04,2024,August,P101,Mobile,Electronics,S05,Hyderabad,11,11,156750,5,Yes,52,46902
2021-09-15,2021,September,P104,Smartwatch,Electronics,S03,Coimbatore,12,12,120000,0,No,21,15627
2020-09-09,2020,September,P105,Camera,Electronics,S01,Chennai,18,18,360000,20,Yes,67,58670
2019-05-22,2019,May,P101,Mobile,Electronics,S01,Chennai,13,13,156000,20,No,26,32292
2021-04-22,2021,April,P101,Mobile,Electronics,S04,Bangalore,9,9,121500,10,No,83,18612
2025-04-23,2025,April,P103,Headphones,Accessories,S05,Hyderabad,16,16,45600,5,Yes,39,5765
2025-01-27,2025,January,P102,Laptop,Electronics,S03,Coimbatore,6,6,285000,5,No,58,43655
2021-12-02,2021,December,P105,Camera,Electronics,S03,Coimbatore,12,12,285000,5,Yes,90,58173
2020-10-03,2020,October,P101,Mobile,Electronics,S01,Chennai,3,3,36000,20,No,85,3641
2022-04-29,2022,April,P104,Smartwatch,Electronics,S03,Coimbatore,13,13,123500,5,Yes,21,29978
2024-01-19,2024,January,P102,Laptop,Electronics,S03,Coimbatore,7,7,297500,15,No,57,55030
2022-06-27,2022,June,P102,Laptop,Electronics,S03,Coimbatore,5,5,212500,15,No,46,30639
2024-12-06,2024,December,P102,Laptop,Electronics,S01,Chennai,24,24,1200000,0,Yes,48,127403
2023-12-10,2023,December,P102,Laptop,Electronics,S05,Hyderabad,6,6,285000,5,Yes,89,43980
2022-08-31,2022,August,P105,Camera,Electronics,S03,Coimbatore,10,10,212500,15,Yes,72,30208
2020-06-01,2020,June,P105,Camera,Electronics,S02,Madurai,12,12,270000,10,Yes,52,59337
2019-09-30,2019,September,P104,Smartwatch,Electronics,S04,Bangalore,16,16,136000,15,Yes,36,16620
2025-03-20,2025,March,P105,Camera,Electronics,S05,Hyderabad,3,3,75000,0,No,89,9958
2025-07-05,2025,July,P104,Smartwatch,Electronics,S05,Hyderabad,7,7,66500,5,Yes,63,14871
2023-05-21,2023,May,P105,Camera,Electronics,S03,Coimbatore,3,3,63750,15,Yes,22,8764
2020-06-15,2020,June,P105,Camera,Electronics,S05,Hyderabad,17,17,382500,10,No,85,46025
2020-08-14,2020,August,P105,Camera,Electronics,S03,Coimbatore,13,13,325000,0,No,49,92429
2023-08-30,2023,August,P103,Headphones,Accessories,S01,Chennai,19,19,45600,20,No,15,9713
2025-08-27,2025,August,P104,Smartwatch,Electronics,S03,Coimbatore,19,19,180500,5,No,57,23449
2024-07-23,2024,July,P105,Camera,Electronics,S03,Coimbatore,2,2,45000,10,No,91,9943
2019-07-21,2019,July,P101,Mobile,Electronics,S05,Hyderabad,6,6,85500,5,No,43,14192
2024-01-26,2024,January,P102,Laptop,Electronics,S01,Chennai,13,13,617500,5,Yes,38,150303
2023-12-02,2023,December,P104,Smartwatch,Electronics,S01,Chennai,12,12,96000,20,No,42,20346
2020-04-09,2020,April,P104,Smartwatch,Electronics,S03,Coimbatore,12,12,114000,5,No,37,24773
2024-08-06,2024,August,P104,Smartwatch,Electronics,S05,Hyderabad,14,14,112000,20,No,63,24405
2020-04-02,2020,April,P105,Camera,Electronics,S03,Coimbatore,5,5,112500,10,No,75,16088
2020-07-01,2020,July,P101,Mobile,Electronics,S03,Coimbatore,18,18,229500,15,Yes,45,23778
2022-06-19,2022,June,P101,Mobile,Electronics,S02,Madurai,6,6,90000,0,Yes,33,23560
2024-06-07,2024,June,P102,Laptop,Electronics,S03,Coimbatore,5,5,237500,5,No,75,64835
2023-08-15,2023,August,P102,Laptop,Electronics,S03,Coimbatore,19,19,807500,15,No,72,216733
2020-02-09,2020,February,P104,Smartwatch,Electronics,S01,Chennai,17,17,144500,15,Yes,14,30322
2024-04-02,2024,April,P102,Laptop,Electronics,S05,Hyderabad,1,1,50000,0,Yes,63,10171
2021-03-01,2021,March,P103,Headphones,Accessories,S03,Coimbatore,5,5,12000,20,No,80,1683
2021-05-16,2021,May,P102,Laptop,Electronics,S05,Hyderabad,11,11,522500,5,No,68,128156
2019-01-27,2019,January,P105,Camera,Electronics,S03,Coimbatore,16,16,340000,15,Yes,89,35830
2024-05-22,2024,May,P105,Camera,Electronics,S03,Coimbatore,11,11,261250,5,Yes,66,52233
2019-08-03,2019,August,P102,Laptop,Electronics,S03,Coimbatore,7,7,315000,10,No,53,50237
2025-09-20,2025,September,P104,Smartwatch,Electronics,S04,Bangalore,5,5,45000,10,Yes,85,11184
2024-11-18,2024,November,P103,Headphones,Accessories,S04,Bangalore,13,13,31200,20,No,14,6870
2024-07-05,2024,July,P105,Camera,Electronics,S05,Hyderabad,3,3,75000,0,Yes,53,11373
2022-07-20,2022,July,P103,Headphones,Accessories,S02,Madurai,3,3,7200,20,No,61,1959
2025-07-21,2025,July,P103,Headphones,Accessories,S03,Coimbatore,16,16,40800,15,Yes,18,8412
2019-01-04,2019,January,P103,Headphones,Accessories,S05,Hyderabad,3,3,8100,10,Yes,98,2413
2021-11-18,2021,November,P104,Smartwatch,Electronics,S04,Bangalore,12,12,108000,10,No,33,19124
2022-03-20,2022,March,P104,Smartwatch,Electronics,S02,Madurai,16,16,136000,15,No,62,32462
2019-08-09,2019,August,P102,Laptop,Electronics,S04,Bangalore,1,1,40000,20,No,73,11496
2024-03-19,2024,March,P105,Camera,Electronics,S04,Bangalore,15,15,318750,15,No,59,52201
2019-09-01,2019,September,P103,Headphones,Accessories,S04,Bangalore,18,18,51300,5,Yes,98,12948
2022-10-12,2022,October,P104,Smartwatch,Electronics,S03,Coimbatore,1,1,9500,5,Yes,59,2543
2024-10-02,2024,October,P103,Headphones,Accessories,S02,Madurai,4,4,9600,20,No,88,2023
2020-09-15,2020,September,P104,Smartwatch,Electronics,S05,Hyderabad,11,11,99000,10,No,71,25906
2020-02-10,2020,February,P102,Laptop,Electronics,S02,Madurai,3,3,127500,15,Yes,76,32667
2022-01-17,2022,January,P104,Smartwatch,Electronics,S05,Hyderabad,8,8,80000,0,No,50,23248
2019-03-30,2019,March,P101,Mobile,Electronics,S03,Coimbatore,1,1,12750,15,Yes,21,1977
2022-12-13,2022,December,P105,Camera,Electronics,S01,Chennai,27,27,675000,0,No,97,99119
2023-01-19,2023,January,P101,Mobile,Electronics,S04,Bangalore,5,5,71250,5,Yes,66,18757
2024-02-12,2024,February,P103,Headphones,Accessories,S01,Chennai,3,3,8100,10,No,75,1765
2021-07-04,2021,July,P103,Headphones,Accessories,S03,Coimbatore,11,11,33000,0,No,24,6164
2022-09-15,2022,September,P103,Headphones,Accessories,S04,Bangalore,16,16,38400,20,No,82,10401
2021-09-18,2021,September,P101,Mobile,Electronics,S03,Coimbatore,19,19,256500,10,No,50,55099
2020-10-03,2020,October,P102,Laptop,Electronics,S03,Coimbatore,11,11,522500,5,Yes,80,129614
2020-08-26,2020,August,P105,Camera,Electronics,S04,Bangalore,13,13,292500,10,Yes,23,29864
2023-08-08,2023,August,P103,Headphones,Accessories,S05,Hyderabad,15,15,38250,15,Yes,31,11283
2022-07-01,2022,July,P105,Camera,Electronics,S02,Madurai,7,7,166250,5,No,46,25248
2021-03-03,2021,March,P104,Smartwatch,Electronics,S02,Madurai,18,18,180000,0,Yes,13,35306
2024-06-20,2024,June,P105,Camera,Electronics,S05,Hyderabad,9,9,213750,5,Yes,48,25230
2022-05-05,2022,May,P103,Headphones,Accessories,S04,Bangalore,16,16,43200,10,No,71,11573
2021-04-01,2021,April,P102,Laptop,Electronics,S01,Chennai,6,6,240000,20,No,97,49671
2024-03-29,2024,March,P103,Headphones,Accessories,S05,Hyderabad,1,1,2700,10,Yes,31,406
2020-01-20,2020,January,P102,Laptop,Electronics,S03,Coimbatore,16,16,800000,0,Yes,79,159805
2023-12-20,2023,December,P102,Laptop,Electronics,S02,Madurai,1,1,45000,10,No,12,11966
2021-06-27,2021,June,P101,Mobile,Electronics,S01,Chennai,19,19,228000,20,Yes,66,58257
2021-04-02,2021,April,P105,Camera,Electronics,S05,Hyderabad,11,11,220000,20,No,43,33184
2022-02-21,2022,February,P101,Mobile,Electronics,S05,Hyderabad,11,11,165000,0,No,82,46951
2019-12-01,2019,December,P101,Mobile,Electronics,S02,Madurai,3,3,42750,5,No,50,9996
2022-07-13,2022,July,P101,Mobile,Electronics,S01,Chennai,16,16,216000,10,No,34,47717
2019-01-19,2019,January,P105,Camera,Electronics,S02,Madurai,15,15,300000,20,Yes,11,35155
2021-10-02,2021,October,P103,Headphones,Accessories,S03,Coimbatore,15,15,45000,0,No,58,11454
2025-02-20,2025,February,P105,Camera,Electronics,S04,Bangalore,11,11,275000,0,Yes,50,45650
2021-11-23,2021,November,P101,Mobile,Electronics,S04,Bangalore,9,9,128250,5,Yes,95,25619
2019-10-21,2019,October,P104,Smartwatch,Electronics,S03,Coimbatore,18,18,162000,10,No,86,44031
2023-10-11,2023,October,P105,Camera,Electronics,S05,Hyderabad,7,7,148750,15,No,57,21182
2022-09-16,2022,September,P105,Camera,Electronics,S02,Madurai,4,4,90000,10,Yes,89,10808
2019-03-08,2019,March,P104,Smartwatch,Electronics,S01,Chennai,10,10,85000,15,No,93,25134
2020-09-02,2020,September,P104,Smartwatch,Electronics,S03,Coimbatore,8,8,64000,20,No,67,12585
2019-07-30,2019,July,P103,Headphones,Accessories,S03,Coimbatore,13,13,33150,15,Yes,78,3464
2024-12-09,2024,December,P105,Camera,Electronics,S04,Bangalore,16,16,340000,15,No,11,77945
2023-06-14,2023,June,P102,Laptop,Electronics,S03,Coimbatore,5,5,212500,15,No,12,46116
2021-12-26,2021,December,P103,Headphones,Accessories,S05,Hyderabad,28,28,84000,0,No,12,19992
2022-07-26,2022,July,P101,Mobile,Electronics,S03,Coimbatore,15,15,213750,5,Yes,50,57886
2022-11-11,2022,November,P102,Laptop,Electronics,S01,Chennai,13,13,585000,10,Yes,69,130149
2025-12-03,2025,December,P103,Headphones,Accessories,S01,Chennai,28,28,71400,15,No,98,13347
2025-05-14,2025,May,P103,Headphones,Accessories,S05,Hyderabad,1,1,2700,10,No,45,717
2020-05-31,2020,May,P103,Headphones,Accessories,S04,Bangalore,10,10,30000,0,No,48,6358
2025-12-20,2025,December,P101,Mobile,Electronics,S03,Coimbatore,27,27,344250,15,Yes,18,61615
2019-11-30,2019,November,P104,Smartwatch,Electronics,S02,Madurai,27,27,270000,0,No,43,54890
2025-12-04,2025,December,P101,Mobile,Electronics,S05,Hyderabad,13,13,185250,5,No,57,34735
2025-04-10,2025,April,P105,Camera,Electronics,S01,Chennai,17,17,361250,15,No,81,107277
